"","title","movieInfo","point","review"
"259","페어웰","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=181970&target=after","7",""
"260","악마를 보았다","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72408&target=after","1","설정에 구멍이 너무 많은 것 같음 "
"261","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10",""
"262","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","4","주인공땜에 영화보는내내 빡침 "
"263","맨 온 렛지","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=79559&target=after","10",""
"264","스포트라이트","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=129072&target=after","10","연기로 꽉 채워진 영화 시간가는줄 모르고 봤다 "
"265","송가인 더 드라마","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=202381&target=after","10",""
"266","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","8",""
"267","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","영화관에서 웃음소리가 끊이지 않음 코미디 좋아하면 추천 "
"268","인천상륙작전","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=142822&target=after","1","애니메이션에서 전쟁을 묘사할 때도 제작자의 메시지를 담는다면 괜찮지만전쟁을 단순하게 묘사하기만 하는 것은 큰 죄악이라고 나는 믿고 있습니다. -데즈카 오사무 "
"269","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","10","오 어떻게 살든 인생은 의미가 있는거구나 "
"270","미스터 스마일","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=170456&target=after","1","끝나고  실화인거 알았다  돈에  중독된  미치광이  이런 영화인줄  몰랐다   ㅜ ㅜ  매우  황당하다 "
"271","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","2","딱 6점짜리영화인데 댓글알바가심하므로 밸런스를위해 2점 줍니다.  별점이높길래 킬링타임영화찾다가 틀었습니다.. 에이설마... 뭔가나오겠지하고 끝까지봤지만 끝까지 엉망인 영화에 끝나고 5초동안정적.. 그리고 끝까지 참고 본 나에대한분노... "
"272","더 디그","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=200582&target=after","10","인생에대해서도 진지해지는 좋은 영화네요. "
"273","뷰티 인사이드","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=129050&target=after","10","OOO OO 평론가와 관객들이런 영화 못만들거면 걍 닥치고침묵하세요. "
"274","인헤리턴스","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193499&target=after","3","시간 지나면서부터 몰입도가 팍 떨어졌다 "
"275","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","4","이게 왜 평점이 높은지 모르겠는데... 볼거라고는 김영광의 귀여움뿐이였습니다 "
"276","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","1","개노잼.. 알바 개많네 진짜 "
"277","피원에이치 : 새로운 세계의 시작","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196855&target=after","8","시리즈 제작이라고 들었는데 다음편 기대돼요. 한 가지, 다른 OTT 플랫폼에서도 볼 수 있었으면... "
"278","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","ㅠㅠㅠ간만에 보는 영화 심장티 벅차다 "
"279","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","진짜 재밌어요!! 꼭보러 가세요!! "
"280","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","8","몰입되고 좋았어요~~ "
"281","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","7","액션 연출, 브금, 작화, 성우들의 연기 너무 좋았습니다다만 설명충스러운 대사처리들이 불필요하게시간을 잡아먹은듯 합니다이걸 빼곤 전부 좋았습니다 "
"282","이별의 아침에 약속의 꽃을 장식하자","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=172113&target=after","10","감동 깊게 본 영화입니다 "
"283","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","10","중간에 나오는 화면 연출이 안강 깊습니다. 스토리는 예측가능하고 새롭다는 느낌은 들지 않으나 캐릭터 디자인, 화면 연출과 ost만으로도 흥미롭게 보았습니다. "
"284","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","8","나를 찾아줘 이후 로자먼드 파이크의 매력발산 "
"285","히트맨","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185838&target=after","9","권상우표 코믹 액션 영화 ㅎㅎ 잼났음 "
"286","해피 투게더","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19335&target=after","2","동성간성관계 BL 미화 영상물장국영은 자살했습니다. 이런 영화가 평점이 이렇게 높을 수가ㅠㅠ "
"287","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","그냥 미쳤어요 꼭 보세요 "
"288","해리 포터와 불의 잔","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37883&target=after","10"," cg가 요즘 나오는 영화랑 비교해도 퀄리티 더 높음 "
"289","세자매","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193328&target=after","10","오랜만에 좋은 영화 감상했어요~감사합니다~~^^ "
"290","바그다드 카페 : 디렉터스컷","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=16601&target=after","10","사랑하는 영화에요 나이가 들수록 더 공감이 되는  두고두고 꺼내보는 보물같은 "
"291","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","10","시실리 재밌게 보셨던 분들이라면 극호일듯ㅋㅋ넷플로 봤는데 전 진짜 엄청 웃었어요ㅎㅎ "
"292","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190011&target=after","10","원작 스토리고 나발이고 따지지말고걍 졸라 재밌음 "
"293","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","줄거리도 모르고 봤는데 재밌어요 굿굿 "
"294","승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","5","연출도 스토리도 넘 뻔한전개영상기술은 나름 좋았다본다~하지만 주인공개인의이야기가 약하고 가족애로 포장한 느낌이어서 아쉬웠다하지만 새로운 장르의시도는 좋았다 "
"295","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","8","로자먼드 파이크 대박!! 영화도 재밌고 예쁘고 멋있네ㅎㅎㅎ "
"296","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","8","솔직히 후반 몇십분빼곤 지루했네요..그래도 그 몇십분 만큼은 랄부 쫘아아악 찢고 봄 ㅋㅋㅋ "
"297","국제시장","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=102875&target=after","10","내 고향 부산, 그리고 부모님. 감동 그 자체 "
"298","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","펑펑 울면서 봄.. 재미 액션 감동 다 잡음 "
"299","새해전야","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190382&target=after","10","유태오 보러 갔다가 아르헨티나 풍광에 매료되었어요 이과수 폭포 짱 멋지고 가보고 싶네요 스토리 편안하고 영상 예쁘고 새해카운트다운 정말 벅차오르네요 올해는 평범한 연말을 보낼 수 있기를요 "
"300","광대들: 풍문조작단","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=167653&target=after","10","이거 왜 망한거냐? 난 약간 조선명탐정이랑 비슷하게 재밌는데 "
"301","에로스","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=40027&target=after","8","왕가위 작품 The Hand만 봄 "
"302","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","9","삶의 의미가 희미해질 때 자꾸 꺼내보고픈 영화에요. "
"303","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","6","바보같은 영화다. 알면서 킬링타임으로 봄 "
"304","나니아 연대기 - 사자, 마녀 그리고 옷장","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=39907&target=after","9","마녀 캐릭터의 행동이랑, 여자꼬마가 좀 얄미워서 9점나머진 다 최고 "
"305","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","8","기대를 많이 하고 봤는데 생각보다 그렇게 재미나 감동이 있지는 않았다.영상미는 인정 +_+ "
"306","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","2","재밌다고 얘기한 사람 나오세요!재미 진짜 없고, 처음으로 시간 가는줄 알고 본 영화였네요. 가족들이랑 보러 갔는데 영화 평점 믿고 제가 보자고 했는데 노잼이라 민망했어요;;좋아하는 배우들인데 뭐 이런식으로 됐는지. 다음 작품은 감독이나 배우나 꼭 잘 되었으면 좋겠네요 ㅜㅠ "
"307","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","1","진짜 너무 재밌네 ...ㅋㅋ사냥보다 재밌는 영화는 처음이에요 ㅋㅋ "
"308","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","10","요즘 힘든 분들이 꼭 보셨으면 좋겠습니다. 안힘든 분도 보세요. "
"309","목소리의 형태","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=153964&target=after","10","애니덕후에게 그냥 행복 그자체였던 영화 "
"310","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","9","멋지고 귀여운 배우들! "
"311","더 리더: 책 읽어주는 남자","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=45298&target=after","10",""
"312","승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","8","기존sf영화와는 조금 다른 내용이 흥미로웠습니다!음...다른분과 같이 다소 고전적인 결말일수도 있겠지만 저같은 경우 이런 결말을 선호하기때문에 좋았습니다!러닝타임이 길다는 이야기도 봤는데 저는 시간 가는줄 모르고 본것 같네요. 명절에 온식구 같이 보는 영화로 강추입니다ㅎㅎ "
"313","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","오늘 보고 왔는데 진짜 너무 재밌아요ㅠㅠㅠ 코믹 탐정 영헤 좋아하시는 분들 꼭 보셔야도ㅔ요ㅜㅠㅠㅠ 김영광님 메이크업 안한 것 같은데 왜이렇게 잘생겼죠,,,? 액션씬이 있어서 더더 그런 것 같아여ㅠㅠ "
"314","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","1","존망영화특) 배우가 이쁘다고 커버침 "
"315","미쓰 와이프","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=129406&target=after","10","마냥 코믹영화인줄 알았는데 감동까지ㅠㅠ "
"316","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","원작을 봐서 내용을 이미 알고있지만 브금이 압도함 "
"317","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","2","내용이 너무 식상하고 지루했음 "
"318","콜","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after","10","전종서가 그 후반에 빡쳐서 싱크대 비닐봉지 막 때리는 장면...?그거 애드립이래요... 스탭들이랑 감독 다 놀랐다고 해요.. 그장면때카메라 흔들린거도 놀라서 그런거...그장면 소름돋아서 입틀막했는데 진짜 천재같아요 "
"319","차인표","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194195&target=after","10","잼나요ㅋ 응원합니다ㅋ ㅎ "
"320","소스 코드","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=82428&target=after","9","세상에서 가장 소중한 8분 "
"321","임금님의 사건수첩","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=144280&target=after","8","임금이 조선 제 1검이었다니... 시즌 2가 나와야 할 것 같은 엔딩 "
"322","스승의 은혜","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=47506&target=after","8","아 스승의 은혜라하면 감동 뭐 이런것만 있는게 사실...근데 아픈경험 한 사람도 많을거라본다 초4 김#수 선생.. 와 진짜 이름이 잊혀지질 않는다ㅋㅋ당신 그때 왜 그런말을 해서 어린 나에게...ㅋㅋㅋ 그래 지나고나니 웃지 적어도 선생 하려면 인성좀 된 사람 하자 "
"323","업 포 러브","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=146386&target=after","2","이도경(이)가 이 영화를 싫어합니다 "
"324","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","8","한국코믹영화중 최고! "
"325","빛과 철","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194084&target=after","9","고통이 쉼 없이 몰아치고 몰아치다 "
"326","해리 포터와 불사조 기사단","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=57095&target=after","9","너무 영화가 스릴 넘침 "
"327","냉정과 열정 사이","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=34532&target=after","9","당시 소설을 먼저 접하고서 영화를 찾아봤는데 소설을 읽으면서 느꼈던 감정이나 분위기.. 내가 생각하고 상상했던 그런 느낌이랑은 조금 달랐지만 그래도 영화도 잘 표현했던걸로. 그리고 이 영화의 진짜 묘미는 ost임. ost가 영화를 다 살림. "
"328","승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","10","재밌어욥 두번 봤어요ㅎ연기 다들 너무 잘해요 "
"329","해변의 에트랑제","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196375&target=after","10","한국에서 개봉할줄은 몰랐다.. 일본 개봉했을 때 우리나라도 해줬음 했는데ㅠㅠㅠ "
"330","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190011&target=after","5","한번 본 다음, 다시 보고싶지 않는 킬링타임 영화임 ㅋ "
"331","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","빛주님 ㅠㅠ 참을라했는데 마지막에 눈물 터져버림 "
"332","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","10","간만에 영화다운 영화다운 영화다운 영화 "
"333","더블패티","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196361&target=after","1","개노잼인데 평점 왜이리 높아? 평점알바 지리네 "
"334","아이","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194463&target=after","9","신파가 아니라서 좋았습니다.믿고보는 배우들! 연기가 최고 "
"335","슬럼독 밀리어네어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=66440&target=after","1","연개성의 억지스러움과 무슨일로 발리우드 영화에 댄스가 안 나오나 했더니 엔딩은 역시나 댄스로 마무리. "
"336","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","9","이선빈때문에봤는데뜻밖에득템?한기분.중간중간피식하게웃게하는요소들이많아시간가는지모르고봤네요~ "
"337","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","1","알맹이없는 이런영화좀 그만나와라 제발 돈아깝다 "
"338","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","2","미안 아무리 병맛이 대세라지만.. "
"339","에너미 오브 스테이트","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19521&target=after","10","진짜 감동!! 구성도 탄탄하고. 몰입도 최고... 하지만 20년이나 후인 지금은 얼마나 내 사생활이 노출되어 있을까하는 생각을 하게 되는... "
"340","호타루","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=33512&target=after","10","갯바위에서 아내에게 말하는 장면이 인상 깊음 "
"341","더블패티","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196361&target=after","1","보는거진짜존나힘드네..진짜 ㅜ힘들다보는거 "
"342","공작","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=153687&target=after","10","재밌게 잘봤습니다. 조금 예상되는 스토리임에도 영상미와 연기때문에 계속 볼 수 있었어요. 몰랐던 부분도 알게 됐고 브로맨스는 감동적이었습니다. 공들여 만든 영화인게 보이고 개인적으론 8.5,9 평점인데 눈이 한짝밖에 없는 정치병자들 때문에 10드립니다 "
"343","오펀: 천사의 비밀","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=54704&target=after","10","맥스 넘나귀욤.집중하며 재밌게봤어요 "
"344","인터스텔라","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=45290&target=after","10","테넷보고 또 왔습니다 "
"345","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","요즘 이런 상황에서 마음껏 웃을 수 있는 영화가 짱인거 같아요.. 간만에 가족들과 함께 큰 웃음 얻어갑니다^^ "
"346","테넷","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190010&target=after","10","인터스텔라보다 한수위 "
"347","버드 박스","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=171475&target=after","5","5세는 보통 애들 안죽이니까 긴장감이 오히려 떨어진다고 해야될까나 "
"348","조선명탐정: 흡혈괴마의 비밀","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=165748&target=after","1","ㄹㅇ 개노잼임 보지 마삼 시간 개 아깝 ㄹㅇㅋㅋ "
"349","새해전야","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190382&target=after","6","오글거리고 드라마에나올 내용같다 "
"350","박화영","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=160721&target=after","10","표현의 방식이 서투른 아이들과 방법을 모르는 아이들 그들 사이에서 곪을대로 꼶은 상처는 도대체 누가 치유해주나. "
"351","다이빙: 그녀에 빠지다","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=167097&target=after","10","멈춰있는 사람들은 달아났다고 해 "
"352","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","1","한일감정 어쩌고를 떠나서 이 영화는 쓰레기임. 걍 19세기 중반 군국주의 일본 만화 그 이상도 이하도 아님. 평론가들 정말 미쳤구나 니들이 ㅋㅋ "
"353","친구2","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=103271&target=after","10","누가 내보고 어데 오라는데가 있나 "
"354","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","마지막에 탄지로가도망가지마 비겁한 녀석아!!!하는데 진짜 저도 눈으로 소리질렀습니다 공공장소만 아니었으면 소리침거기 안 서냐!!!탄지로 성우 연기 너무 잘해요 "
"355","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","1","이승과 저승의 그림체가 너무 차이가 나서 몰입하기 힘들었음. 천국/지옥의 서양과 윤회의 동양사상을 어떻게든 비벼보려 했지만 냉정하게 말해서 실패했음. 평론가와 홍보팀들은 어떻게든 칭찬중이지만 속지 마세요. 코코의 완성도에 1/10도 안됩니다. 디즈니픽사 반성 좀 해야할 것 같습니다. 그리고 다시 말하건대, 평론가들 왜 이렇게 사대주의에 빠져있나요? 승리호같은 국내영화만 냉정하게 봅니까? 정말 비열한 직장인들이네요? 소울에는 부족한 점이 너무나 많습니다. 해적선을 운전하는 무아지경 피자가게 홍보알바아저씨가 그렇게 이승저승을 쉽게 왔다갔다 한다면 왜 힘들게 죽어서 저승을 갑니까? 주인공이 피아노치다 무아지경에 빠져 저승가는 것은 왜 이리 늦게 나오는지? (아참, 저승이 아니라 저승과 이승의 사이군요~!) 여튼 이 영화 좀 냉정하게 보세요. 중후반부에 분명 감동 포인트는 있습니다. 평범한 삶의 소중함이 감동적으로 그려진다는 것은 인정합니다. 하지만 그 마저도 떨어진 나뭇잎에 대한 묘사가 이게 뭐지 싶을 정도로 디테일하지 못해서 감동이 반감됩니다. 그리고 마지막으로 한마디. 이 영화는 뉴욕인을 위한 뉴욕인에 대한 뉴욕인에 의한 영화라는 생각이 듭니다. 서울에 사는 내 인생에 대한 이야기가 아닌 것 같네요. 22가 그렇게 싫어했었던 지구의 참혹한 모습(전쟁,기아,환경오염)은 단 한번도 등장하지 않죠. 이래놓고 좋은 영화라구요? 주제는 살짝 다르지만 차라리 코코나 토이스토리4가 이천만배는 낫소이다. 비겁한 평론가들 여기저기 눈치 좀 그만보시고 반성 좀 하세요! "
"356","공작","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=153687&target=after","8","영화를 영화로 봐야지 ㅋㅋ 다큐로보나 그냥 그런일이 있었는데 이럴거 같았네지 이게 사실이고 역사는 아니지 암튼 재밌게 잘봄 "
"357","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=190011&target=after","10","그리 길지 않은 작품이었으나 강렬한 인상이 남아있습니다. 진짜 재밌게  봤습니다!!! 후속작도 나오길 기원합니다. 사냥의 시간이다!!! 아비요!!! "
"358","유전","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=172420&target=after","6","백인 부모의 아들이 미개한 아시안 인도계 또는 남미계 원주민풍의 아들이라니 입양도 아니고 ㅋ 영화 자체가 환타지 "
"359","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","8","개인적으로 결말이 마음에 드네요 "
"360","별을 쫓는 아이","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=84505&target=after","3","신카이 마코토 감독 작품중에서 가장 평이 안좋은 작품 신카이 마코토가 지브리를 의식해서 지브리랑 비슷하게 만들었지만 결과가 안좋은거 보고 신카이 마코토 본인도 지브리랑 안어울린다는걸 인정함 그래서 다음 작품 언어의 정원에서는 다시 본인의 색으로 돌아옴 "
"361","간이역","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194022&target=after","10","소장하고 생각 날 때 한번씩 보고싶은 영화 "
"362","세상의 모든 디저트: 러브 사라","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=198736&target=after","8","영화 초반부 분위기와 달리 감동을 주려는 영화가 아니었네요.빵이 먹고싶습니다 "
"363","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","6",""
"364","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","10",""
"365","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183854&target=after","10","양동근 사진보고 아무생각없이 봤는데  b급감성 지루할틈이 없었다ㅋㅋㅋ   양동근 분장 연기 진짜 찰떡~ㅍㅎ "
"366","승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","10",""
"367","시간의 끝에서 널 기다려","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=197640&target=after","10","요즘 본 영화 중에 제일 재밌었다 "
"368","제8요일","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=17802&target=after","1","정말 영화를 좋아하는데 이 영화는 정말 재미도 없고 정말 다운증후군에 대한 안 좋은 시선까지 생길 뻔한 영화다 "
"369","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","10","끝까지 긴장을 놓칠수 없네요. 누구에게나 일어날 수 있는 일을 소재로 삼아 더 무서운 영화 "
"370","두 사람이다","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=64273&target=after","2","감독 죽이고싶지. 도와주까? "
"371","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","8","어린이들이 이해하기는 힘들 것 같긴하지만 어른들에게는 인생영화가 될만한 영화입니다 "
"372","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","일단 곽휴지 들고 들어가세요.. 아니야 쓰레기 생기니까 손수건 들고 가세요.. "
"373","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","영광오빠 너무 잘생겼고선빈언니 너무 예쁘고얼굴이 꿀잼 "
"374","너의 이름은.","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=150198&target=after","8","작화 하고 스파클 나올때 미쳤다 "
"375","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10","재밌어여 특히 전투신이  맴찢하면서 봐서  ㅡ ㅜ 좀 그랬음 하 불꽃검술 너무 멋있음담극장판은 기유도 나왔으면~ 재미는있으나 애니 특유의 오글거림이나 뻔한 감동주의마지막 까마귀눈에 눈물맺히는거 나만웃김? "
"376","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","8","암 생각없이 편하게 웃고 볼 수 있는 영화였습니다~ 김영광씨 능청스런 연기가 잘 어울리네요~ ^^ "
"377","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","1",""
"378","해피 투게더","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19335&target=after","9",""
"379","족벌 두 신문 이야기","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=197487&target=after","2","참 한심한 영상, 유투버도 이거보단 잘만듬. "
"380","승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","9","한국 우주 영화의 잠재력을 보여준듯함. "
"381","화양연화","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=28876&target=after","8","친절하지않아서 낯설다가 어느새생각하는영화 "
"382","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196051&target=after","10",""
"383","해리 포터와 혼혈 왕자","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=67900&target=after","10","There is No Doubt "
"384","12번째 솔저","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=172980&target=after","10","보는중인데 패션오브크라이스트 예수님이 생각나네요 "
"385","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","김영광 액션 모야모야 세상깜놀!!! 코믹한 모습도 좋지만 진지한 연기도 잘 어울린당 "
"386","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","10","재미있게 보고 왔습니다. "
"387","소울","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184517&target=after","10","어른인 된 내가 보아도 많은 생각하게되고 감동을 받게되는 명작. 엄청난 싱크로율의 재즈연주와 음악도 놓칠 수 없는 포인트. "
"388","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","1","재미있다고 하는 사람들... 믿을 수 없어요..각본이 이상한 건지 연기도 발연기처럼 느껴지는 그런 영화입니다.보다가 중간에 나온 거 유열의 음악앨범 이후로 처음이에요!!!!진짜 헛웃음도 안나와요!!!!제발 믿어주시고 돈 아끼세요 ㅠㅠㅠ 대학교 졸업작품보는 느낌 그 이하입니다 "
